Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
Eagle Excavation Atlantic LLC,0,4000000,6000000,Georgia,06/28/2022,Expired,Div 03 - Concrete,4/14/2023,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,trinatalley@eaglexinc.com,8102 Old Highway 21 Suite 102,Port Wentworth,GA,30294,04/30/2023,0,,EAGLEEXCAV_58-2200848\2022,NULL,NULL,NULL,NULL,NULL,NULL,22179a309736,0,0,0,N,,37838,0,0
"DeFrancesca Group, Inc. dba DTS Company",0,650000,650000,California,06/28/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,lizet@dts-co.com,18345 Sierra Hwy. Ste. 15,Canyon Country,CA,91351,04/30/2024,0,SB;SBE,DTSCOMPANY_47-2375280\2022,NULL,NULL,NULL,NULL,NULL,NULL,22179a310056,0,0,0,N,,37831,0,0
"Steward Steel, Inc.",0,2000000,3000000,Texas,07/06/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,invites@stewardsteel.com,1219 US Hwy 62 E,Sikeston,MO,63801,04/30/2024,0,SB,STEWARDSTE_43-0725887\2022,NULL,NULL,NULL,NULL,NULL,NULL,22187a310736,0,0,0,N,,37889,0,0
"DMCA, Inc.",0,750000,1500000,Texas,07/08/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,richard@dmcainc.com,2110 W. Division Street,Arlington,TX,76012,04/30/2023,0,DBE;MOB;SBE;WOB,DMCAINC_76-0446448\2022,NULL,NULL,NULL,NULL,NULL,NULL,22188a308236,1,0,0,N,,37900,0,0
Malouf Construction LLC,0,5000000,7000000,Texas,07/11/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,gmalouf@maloufconstruction.com,3022 E Reed Road,Greenville,MS,38703,04/30/2024,0,Fed HUB;SB,MALOUFCONS_20-1481436\2022,NULL,NULL,NULL,NULL,NULL,NULL,22192a293606,0,0,0,N,,37914,0,0
"Builder Services Group, Inc. dba Santa Rosa Insulation and Fireproofing",0,750000,1500000,Florida,07/19/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,mike.dominguez@truteam.com,6130 NW 74th Ave,Miami,FL,33166,04/30/2023,0,,SANTAROSAI_59-3214406\2022,NULL,NULL,NULL,NULL,NULL,NULL,22200a310216,4,0,0,N,,37961,0,0
"Symons Fire Protection, Inc.",0,500000,500000,California,07/25/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jlandon@symonsfp.com,9475 Chesapeake Drive,San Diego,CA,92123,04/30/2023,0,Native American,SYMONSFIRE_03-0378557\2022,NULL,NULL,NULL,NULL,NULL,NULL,22206a311096,0,0,0,N,,37992,0,0
Mid South Fire Solutions LLC,0,750000,1250000,Texas,08/08/2022,Expired,Div 21 - Fire Suppresion,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,bids@midsouthfire.com,669 Aero Drive,Shreveport - HOME OFFICE,LA,71107,04/30/2023,0,SBA,MIDSOUTHFI_45-3909976\2022,NULL,NULL,NULL,NULL,NULL,NULL,22220a193076,0,0,0,N,,38087,0,0
"JBC Limited, LLC",0,1300000,1500000,Oregon,08/09/2022,Expired,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,nnagy@standardtvandappliance.com,5240 SE 82nd Ave,Portland,OR,97266,04/30/2023,0,SDVOSB;WOB,JBCLIMITED_84-2191534\2022,NULL,NULL,NULL,NULL,NULL,NULL,22221a311616,2,0,0,N,,38089,0,0
"Forgen, LLC",0,20000000,30000000,Texas,08/11/2022,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,smyers@forgen.com,6025 S Quebec Street,Centennial,CO,80111,04/30/2023,0,,FORGENLLC_26-3817615\2023,NULL,NULL,NULL,NULL,NULL,NULL,22223a312966,0,0,0,N,,38115,0,0
"NMI Industrial Holdings, Inc.",0,3500000,3500000,California,08/11/2022,Finaled,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ali.elyassi@NMIindustrial.com,8503 Weyand Avenue,Sacramento,CA,95828,04/30/2025,0,Fed Small;SB,NMIINDUSTR_27-3124116\2023,NULL,NULL,NULL,NULL,NULL,NULL,22223a313216,0,0,0,N,,38117,0,0
WL French Excavating Corporation,0,10000000,15000000,"Washington, D.C.",08/15/2022,Expired,Div 31 - Earthwork,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,lkelley@wlfrench.com,14 Sterling Road,"North Billerica, MA",MA,01862,04/30/2023,0,,WLFRENCHEX_04-2925178\2023,NULL,NULL,NULL,NULL,NULL,NULL,22227a306066,0,0,0,N,,38124,0,0
Ventana Design-Build Systems,0,0,0,Florida,08/16/2022,Negotiating,Div 08 - Doors and Windows,8/17/2022,9/16/2022,2/24/2023,1,1,1,1,1,1,1,0,1,YES,trainorm@ventana.vc,35 East Wacker Drive,Chicago,IL,60601,04/30/2018,0,,VENTANADBS_47-3611536\2018,NULL,NULL,NULL,NULL,NULL,NULL,22228a313396,0,0,0,N,,38133,0,0
"J.B. Steel, LLC",0,3000000,3000000,Oregon,08/29/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@jbsteelinc.com,190 N. Ross Lane,Medford,OR,97501,04/30/2024,0,,JBSTEELLLC_87-4128516\2023,NULL,NULL,NULL,NULL,NULL,NULL,22241a303766,0,0,0,N,,38225,0,0
TET Titan Electric Texas LLC,0,8000000,12000000,Texas,08/29/2022,Finaled,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,TLG@titanelectric-tx.com,1250 Post & Paddock Rd Suite 100,Grand Prairie,TX,75050,04/30/2025,0,,TETTITANEL_82-4646754\2022,NULL,NULL,NULL,NULL,NULL,NULL,22241a314026,4,0,0,N,,38218,0,0
"Caffes-Steele, Inc.",0,3500000,4500000,"Washington, D.C.",09/02/2022,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,claudia@caffes-steele.com,6623 Mid Cities Avenue,Beltsville,MD,20705,04/30/2024,0,,CAFFESSTEE_52-1266862\2023,NULL,NULL,NULL,NULL,NULL,NULL,22245a313436,0,0,0,N,,38243,0,0
"Universal Security Products, Inc.",0,1000000,1500000,California,09/06/2022,Expired,Div 01 - General Requirements,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ynino@universalsecurityproductsinc.com,"9244 Old State Hwy, Suite 112",Newcastle,CA,95658,04/30/2023,0,SB,UNIVERSALS_94-1728914\2023,NULL,NULL,NULL,NULL,NULL,NULL,22249a313866,0,0,0,N,,38251,0,0
"Concrete Finishing, Inc.",0,500000,500000,Arizona,09/07/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,info@concretefinishinginc.com,9420 E Doubletree Ranch Rd #105,Scottsdale,AZ,85258,04/30/2023,0,,CONCRETEFI_86-0390186\2022,NULL,NULL,NULL,NULL,NULL,NULL,22250a314406,0,0,0,N,,38300,0,0
"TELENET VOIP, INC.",0,1000000,2000000,California,09/09/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,emmeline@telenetvoip.com,850 Parkview Drive North,El Segundo,CA,90245,04/30/2024,0,SBE,TELENETVOI_95-3952891\2023,NULL,NULL,NULL,NULL,NULL,NULL,22252a144656,4,0,0,N,,38272,0,0
"Coastal Drilling East, LLC",0,0,0,"Washington, D.C.",09/14/2022,Negotiating,Div 02 - Site Conditions,9/15/2022,10/4/2022,3/30/2023,0,0,0,0,1,0,0,0,0,YES,gwsmith@shaftdrillers.com,"130 Meadow Ridge Road, STE 26",Mount Morris,PA,15349,NULL,0,,COASTALDRI_36-4509732\2022,NULL,NULL,NULL,NULL,NULL,NULL,22257a314786,0,0,0,N,,38297,0,0
"O.C. Jones and Sons, Inc.",0,15000000,20000000,California,09/20/2022,Finaled,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,hfaria@ocjones.com,1520 Fourth Street,Berkeley,CA,94710,06/30/2025,0,,OCJONESAND_94-3320164\2023,NULL,NULL,NULL,NULL,NULL,NULL,22263a307736,2,0,0,N,,38324,0,0
"Peterson Geotechnical Construction, LLC",0,0,0,"Washington, D.C.",09/21/2022,Negotiating,Div 02 - Site Conditions,9/21/2022,10/14/2022,4/3/2023,1,1,1,1,1,1,1,1,1,YES,apeterson@petersongeotech.com,"1551 E. Genesee St, Suite 115",Skaneateles,NY,13152,04/30/2020,0,,PETERSONGE_20-3916537\2021,NULL,NULL,NULL,NULL,NULL,NULL,22264a315456,0,0,0,N,,38330,0,0
Skyrock Construction LLC,0,1500000,2500000,Carolinas,10/04/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,nmanso@skyrockconstructionllc.com,"1000 Old Milburnie Rd, Ste A",Raleigh,NC,27604,04/30/2024,0,DBE;HUbZone;MOB;SBE,SKYROCKCON_94-3454449\2023,NULL,NULL,NULL,NULL,NULL,NULL,22277a315136,0,0,0,N,,38409,0,0
"PEMB-USA, LLC",0,0,0,Georgia,10/05/2022,Expired,Div 13 - Special Construction,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Jane@PEMB-USA.com,113 Industrial Drive,St Marys,GA,31558,04/30/2023,0,VET,PEMBUSALLC_85-1138546\2022,NULL,NULL,NULL,NULL,NULL,NULL,22278a315106,0,0,0,N,,38412,0,0
"North Star Trenchless, LLC",0,7000000,9000000,Carolinas,10/05/2022,Expired,Div 31 - Earthwork,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@northstartrenchless.com,1351 Broadway Street W. PO Box 486,Rockville,MN,56369,04/30/2023,0,,NORTHSTART_86-1268864\2022,NULL,NULL,NULL,NULL,NULL,NULL,22278a315656,0,0,0,N,,38417,0,0
Desert Reflections Companies LLC,0,0,0,Arizona,10/05/2022,Expired,Div 13 - Special Construction,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,desertreflectionscompanies@gmail.com,16042 N 32nd St D-17,Phoenix,AZ,85032,04/30/2023,0,,DESERTREFL_26-2990484\2022,NULL,NULL,NULL,NULL,NULL,NULL,22278a316486,0,0,0,N,,38456,0,500000
"Harris Arizona, LLC",0,15000000,25000000,Arizona,10/07/2022,Negotiating,Div 14 - Conveying,10/10/2022,11/2/2022,3/22/2023,0,0,0,0,0,0,0,0,0,YES,dswilliams@harriscompany.com,23040 N 11th Ave; Suite 115,Phoenix,AZ,85027,04/30/2022,0,,HARRISARIZ_26-1360819\2023,NULL,NULL,NULL,NULL,NULL,NULL,22280a316556,1,0,0,N,,38428,0,0
Gray & Son,0,0,0,"Washington, D.C.",10/10/2022,Negotiating,Div 01 - General Requirements,10/11/2022,11/8/2022,4/3/2023,1,1,0,0,1,1,1,1,0,YES,rlisennock@graynson.com,430 W. Padonia Rd,Timoniym,MD,21093,NULL,0,,GRAYSON_52-0332631\2022,NULL,NULL,NULL,NULL,NULL,NULL,22283a314726,0,0,0,N,,38439,0,0
SRK Engineering,0,3000000,4500000,California,10/10/2022,Expired,Div 33 - Utilities,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,skirkpatrick@srkeng.com,2615 Auto Park Way,Escondido,CA,92029,04/30/2023,0,D/WBE;DBE;Fed Small;Fed WOB;MOB;S/DBE;SBE;WOB,SRKENGINEE_47-2119943\2023,NULL,NULL,NULL,NULL,NULL,NULL,22283a316706,0,0,0,N,,38442,0,0
Plyco Corp.,0,3000000,4000000,California,10/13/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,plyco@plycocorp.com,4055 Riverview Dr.,Jurupa Valley,CA,92509,04/30/2023,0,SB,PLYCOCORP_14-1867988\2023,NULL,NULL,NULL,NULL,NULL,NULL,22286a310686,0,0,0,N,,38457,0,0
"Schuster DC, LLC",0,500000,500000,"Washington, D.C.",10/17/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,GBURROWS@SCHUSTERDC.COM,2000 KENDALL STREET NE,WASHINGTON DC,DC,20002,08/31/2023,0,,SCHUSTERDC_82-3399464\2022,NULL,NULL,NULL,NULL,NULL,NULL,22290a316946,0,0,0,N,,38467,0,0
"D.P. Electric, Inc.",0,8000000,12000000,Arizona,10/24/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jay.baiel@dpelectric.com,2110 S. Roosevelt St.,Tempe,AZ,85282,04/30/2023,0,MOB,DPELECTRIC_86-0728080\2022,NULL,NULL,NULL,NULL,NULL,NULL,22297a303496,0,0,0,N,,38508,0,0
Kovic International Contractors Inc.,0,0,0,Florida,10/25/2022,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,cviccaro@koviccon.com,"420 Ridge Road, Kovic International Contractor",Mahwah,NJ,07430,NULL,0,,KOVICINTER_22-3161494\2022,NULL,NULL,NULL,NULL,NULL,NULL,22298a314216,0,0,0,N,,38513,0,0
Dennis Reeves Inc.,0,500000,750000,California,10/26/2022,Negotiating,Div 06 - Carpentry,10/27/2022,11/15/2022,3/21/2023,0,0,0,0,1,0,0,0,0,YES,dennis@dreevesinc.com,1350 Palomares Ave,La Verne,CA,91750,04/30/2022,0,SB;SBA;SBE,DENNISREEV_95-3997018\2021,NULL,NULL,NULL,NULL,NULL,NULL,22299a317536,0,0,0,N,,38516,0,0
"Bramson House, Inc.",0,850000,1000000,Florida,11/04/2022,Negotiating,Div 12 - Furnishings,11/7/2022,11/29/2022,5/2/2023,1,0,0,0,0,1,0,0,0,YES,SALES@BRAMSONHOUSE.COM,151 ALBANY AVE,FREEPORT,NY,11520,09/30/2022,0,MOB,BRAMSONHOU_11-2338683\2022,NULL,NULL,NULL,NULL,NULL,NULL,22308a317456,2,0,0,N,,38566,0,0
"Harnden Construction Services, LLC",0,500000,500000,"Washington, D.C.",11/04/2022,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,pmaurer@harndenconstructionservices.com,"1 Rutherford Road, Suite 200",HARRISBURG,PA,17109,04/30/2023,0,DVBE;Fed SDV;Fed Small;Fed VET;SB;SBA;SBE;SDOSB;SDVOSB;VET;VOSB,HARNDENCON_47-1540200\2022,NULL,NULL,NULL,NULL,NULL,NULL,22308a318096,0,0,0,N,,38565,0,0
Green River Roofing and Construction Inc.,0,0,0,Texas,11/08/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,greenriverroofing@yahoo.com,1304 SW Markt Street,Lees Summit,MO,64081,04/30/2024,0,SB,GREENRIVER_27-4279103\2023,NULL,NULL,NULL,NULL,NULL,NULL,22312a318176,0,0,0,N,,38580,0,0
"Ruff Roofing and Sheet Metal, Inc.",0,2500000,2500000,"Washington, D.C.",11/09/2022,Expired,Div 07 - Thermal and Moisture Protection,4/28/2023,8/18/2023,NULL,0,1,0,0,0,0,0,0,0,YES,estimating@ruffroofers.com,1420 Knecht Ave,Baltimore,MD,21227,04/30/2023,0,,RUFFROOFIN_46-4760683\2023,NULL,NULL,NULL,NULL,NULL,NULL,22313a318186,0,0,0,N,,38583,0,0
Van Diest Bros Inc,0,0,0,California,11/10/2022,Negotiating,Div 33 - Utilities,11/11/2022,12/13/2022,5/2/2023,1,0,0,0,0,0,0,0,0,YES,scott@vandiestbros.com,15315 Lakewood Blvd.,Paramount,CA,90723,NULL,0,,VANDIESTBR_95-1861380\2022,NULL,NULL,NULL,NULL,NULL,NULL,22314a318366,0,0,0,N,,38590,0,0
Great Lakes Hotels Supply Company,0,2000000,2000000,Texas,11/15/2022,Expired,Div 11 - Equipment,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,enis@glhsco.com,24101 W. Nine Mile Rd.,Southfield,MI,48033,04/30/2024,0,,GREATLAKES_38-1945157\2023,NULL,NULL,NULL,NULL,NULL,NULL,22319a318076,0,0,0,N,,38605,0,0
Marquee Fire Protection,0,500000,500000,California,11/21/2022,Expired,Div 21 - Fire Suppresion,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,jeff.awtrey@marqueefire.com,710 West Stadium Lane,Sacramento,CA,95834,04/30/2024,0,,MARQUEEFIR_68-0179265\2023,NULL,NULL,NULL,NULL,NULL,NULL,22325a309256,4,0,0,N,,38621,0,0
Precision Rail of Oregon LLC,0,500000,500000,Oregon,11/21/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,Yes,rich@precisionrail.com,10735 SE Foster Rd.,Portland,OR,79266,04/30/2023,0,,PRECISIONR_26-1979403\2022,NULL,NULL,NULL,NULL,NULL,NULL,22325a318636,0,0,0,N,,38631,0,0
MBI Construction,0,0,0,Washington,12/19/2022,Negotiating,Div 16 - Electrical,12/27/2022,1/17/2023,3/3/2023,1,0,0,0,0,0,1,1,0,YES,joe@mbiyakima.com,2016 Fruitvale Blvd.,Yakima,WA,98902,NULL,0,MOB;SDB,MBICONSTRU_45-4778864\2022,NULL,NULL,NULL,NULL,NULL,NULL,22353a319586,0,0,0,N,,38698,0,0
By Design Steel Services LLC,0,1500000,2500000,Oregon,12/16/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,patrice@bydesignsteel.com,31816 S Ona Way,Molalla,OR,97038,10/31/2023,0,Emerging Business;Fed WOB;MOB;WOSB,BYDESIGNST_81-3543743\2023,NULL,NULL,NULL,NULL,NULL,NULL,22350a319446,2,0,0,N,,38693,0,0
American Reinforcing S.E. Inc.,0,0,0,Georgia,01/09/2023,Negotiating,Div 03 - Concrete,1/10/2023,2/13/2023,6/5/2023,1,1,0,0,0,1,1,1,0,YES,steelerectors@bellsouth.net,9040 Pine Tree Circle,Gainesville,GA,30506,04/30/2021,0,,AMERICANRE_58-1894973\2020,NULL,NULL,NULL,NULL,NULL,NULL,23009a284936,4,0,0,N,,38761,0,0
ALPHA & OMEGA IND DBA Alpha & Omega Construction Solutions,0,3000000,4000000,Texas,01/12/2023,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,darrell.johnson@ao-ind.com,"1625 Crescent Cir. Suite 225 , TX",Carrollton,TX,75006,04/30/2023,0,DBE;HUbZone;MOB;SBE,ALPHAOMEGA_45-0693429\2023,NULL,NULL,NULL,NULL,NULL,NULL,23012a320746,0,0,0,N,,38781,0,0
"Tarlton and Son, Inc.",0,5000000,7000000,California,02/21/2023,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@tarltonandson.com,3562 S. Elm Ave,Fresno,CA,93706,04/30/2024,0,,TARLTONAND_94-2523650\2023,NULL,NULL,NULL,NULL,NULL,NULL,23052a305626,0,0,0,N,,38946,0,0
"Hermitage Steel, Inc.",0,1500000,1500000,All Other Locations,03/06/2023,Expired,Div 04 - Masonry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,deborah.stanley@hermitagesteel.com,12279 Washington Hwy,Ashland,VA,23005,04/30/2024,0,SB,HERMITAGES_54-1404939\2023,NULL,NULL,NULL,NULL,NULL,NULL,23065a323776,0,0,0,N,,39014,0,0
PaintDesign LLC,0,500000,500000,All Other Locations,03/09/2023,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kate@paintdesignpro.com,"11840 Canon Blvd, Ste 200",Newport News,VA,23606,04/30/2024,0,,PAINTDESIG_90-1259353\2023,NULL,NULL,NULL,NULL,NULL,NULL,23068a323726,0,0,0,N,,39036,0,0
Musco Corporation dba Musco Sports Lighting LLC,0,0,0,All Other Locations,05052023,Negotiating,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,100 1st Avenue West,Oskaloosa,IA,52577,NULL,0,,MUSCOCORPO_42-1107452\2023,NULL,NULL,NULL,NULL,NULL,NULL,Negotiating,0,0,0,N,,39064,0,0
"1st Choice Glass, Inc.",108005,7000000,9000000,Carolinas,05/02/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@glass1st.net,3221-A Westwood Industrial Dr.,Monroe,NC,28110,04/30/2025,0,SB;SBE,1STCHOICEG_20-2468396\2022,202468396,3.666666,3.500000,4.000000,0.000000,3.500000,22122a303916,4,0,27,N,,37232,108005,0
A. Zahner Company,108051,3500000,5000000,Florida,01/13/2022,Expired,Div 05 - Metals,4/3/2024,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ahawthorne@azahner.com,1400 E 9th Street,Kansas City,MO,64106,04/30/2024,0,SB,AZAHNERCOM_43-0826085\2022,430826085,NULL,NULL,NULL,NULL,NULL,22013a289936,1,0,2,N,,36145,108051,0
"A&A Electric Services, LLC",108053,3000000,3500000,Florida,05/12/2020,Expired,Div 16 - Electrical,5/14/2020,10/13/2020,8/5/2022,1,1,1,1,1,1,1,1,1,YES,Jshinneman@aaelectricservices.com,4409 N. Thatcher Avenue,Tampa,FL,33614,04/30/2018,0,MOB,AAELECTRIC_59-2337260\2020,592337260,NULL,NULL,NULL,NULL,NULL,20133a240416,3,0,2,N,,31687,108053,0
"AAA Commercial Floors, Inc.",108082,1000000,1500000,Georgia,06/01/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Richard@aaacommercialfloors.com,512 Moreno Street,Gainesville,Georgia,30501,04/30/2023,0,,AAACOMMERC_58-2012483\2022,582012483,NULL,NULL,NULL,NULL,NULL,22152a306146,4,0,9,N,,37600,108082,0
"Aabot Fence, LLC",108091,1000000,1000000,Florida,04/19/2022,Finaled,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,valerie@aabotfence.com,3001 Old Winter Garden Rd,Orlando,FL,32805,04/30/2025,342698,,AABOTFENCE_20-0577696\2022,200577696,NULL,NULL,NULL,NULL,NULL,22109a289286,4,1,20,N,,36950,108091,0
"AAR of North Carolina, Inc.",108093,3500000,6000000,Carolinas,04/14/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Rhonda@aarnc.com,655 Peddycord Road,Kernersville,NC,27284,04/30/2023,0,,AAROFNORTH_56-1542985\2022,561542985,3.652969,3.564102,3.777777,3.520000,3.750000,22104a300136,4,0,20,N,,36868,108093,0
"ABE Enterprises, Inc.",108121,2000000,3000000,Georgia,05/25/2021,Expired,Div 02 - Site Conditions,4/4/2022,5/18/2022,2/28/2023,1,1,1,1,1,1,1,1,1,YES,jtaylor@abeenterprises.com,1965 Vaughn Road Suite C,Kennesaw,GA,30144,04/30/2022,0,,ABEENTERPR_58-2313103\2021,582313103,3.614583,4.166666,3.625000,3.333333,3.333333,21145a227486,3,0,8,N,,34881,108121,0
"ABG Caulking Contractors, Inc.",108130,1500000,3000000,Florida,03/24/2022,Finaled,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0,YES,wg@abgcaulking.com,861 SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072,04/30/2025,0,,ABGCAULKIN_62-1074398\2017,621074398,3.150237,3.129032,3.312500,2.826086,3.333333,22083a295446,4,0,72,N,,36537,108130,0
ABL & Associates LLC,108132,15000000,20000000,Carolinas,03/30/2022,Finaled,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,slampuri@ablmech.com,300 Hoke Street,Raleigh,NC,27601,04/30/2025,7857239,,ABLASSOCIA_56-2177459\2022,562177459,3.565354,3.584158,3.541666,3.135593,4.000000,22089a296146,4,4,41,N,,36599,108132,0
"Synergi, LLC",108150,5000000,7000000,"Washington, D.C.",06/07/2021,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,tammi.admiraal@synergillc.com,7171 Dorsey Run Road Ste #100,Elkridge,MD,21075,04/30/2024,31760,,SYNERGILLC_47-4314936\2021,980651288,1.805555,1.750000,2.000000,1.666666,0.000000,21158a270626,4,1,8,N,,34975,108150,0
"Access Floor Specialist, Inc. dba Allied Interiors",108154,3000000,5000000,Texas,01/03/2023,Finaled,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,kayedobiyanski@alliedinteriors.com,"119 Regal Row, STE A",Dallas,TX,75247,01/31/2025,719554,,ACCESSFLOO_75-2125828\2023,752125828,5.000000,5.000000,5.000000,0.000000,0.000000,23003a320196,3,1,20,N,,38738,108154,0
"Accessories Unlimited, Inc.",108160,1500000,2500000,Georgia,05/02/2022,Expired,Div 10 - Specialties,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Marcy@accunl.com,4581 Stonegate Industrial Blvd.,Stone Mountain,GA,30083,04/30/2023,2039,SB,ACCESSORIE_58-1284724\2022,581284724,3.442290,3.250000,3.117647,3.151515,4.250000,22122a303806,4,1,44,N,,37217,108160,0
"Ace Carpentry, Inc.",108172,5500000,9000000,"Washington, D.C.",10/04/2018,Expired,Div 06 - Carpentry,4/8/2019,4/30/2019,8/9/2021,1,1,1,1,1,1,1,1,1,YES,brian@acecarpentry.com,10361 Residency Road,Manassas,VA,20110,04/30/2019,0,,ACECARPENT_54-1282312\2018,,3.904658,4.148936,4.000000,3.969696,3.500000,18277a160496,4,0,20,N,,26398,108172,0
Ace Door Repair Inc,108174,1500000,2500000,Texas,08/21/2018,Expired,Div 08 - Doors and Windows,1/7/2020,1/27/2020,8/13/2021,1,1,1,1,1,1,1,1,1,YES,sylvia@acedoorandrepair.com,1601 W Irving Blvd,Irving,TX,75061,11/30/2019,0,MOB,ACEDOORREP_75-1970101\2018,751970101,3.498876,3.608695,3.571428,3.615384,3.200000,18233a162426,4,0,40,N,,26073,108174,0
"ACECO, LLC",108193,8000000,10000000,"Washington, D.C.",09/14/2022,Finaled,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,smcaree@acecoworld.com,901 Stoddard Place,Silver Spring,MD,20910,04/30/2025,5678483,,ACECOLLC_52-1907387\2022,521907387,3.669362,3.294117,3.800000,3.583333,4.000000,22257a315046,4,2,17,N,,38299,108193,0
"Ackerman Plumbing, Inc.",108197,2500000,3500000,Florida,08/05/2022,Expired,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,eric@ackermanplumbinginc.com,2011 Whitfield Park Loop,Sarasota,FL,34243,04/30/2023,0,,ACKERMANPL_20-1081289\2022,,NULL,NULL,NULL,NULL,NULL,22217a312836,2,0,5,N,,38071,108197,0
